OBJECTID,Incident Name,Incident Type Category,Unique Fire Identifier,Daily Acres,Calculated Acres,Percent Contained,ICS209 Report Date Time,Fire Discovery Date Time,Discovery Acres,Point of Orgin County,Point of Orgin State,Cause,Cause General,Geographic Area Coordination Center,Total Incident Personnel,Incident Mgmt Organization,Mgmt Complexity,Residences Destroyed,Other Structures Destroyed,Injuries,Fatalities,Predominant Fuel Group,Predominant Fuel Model,Primary Fuel Model,Containment Date Time,Control Date Time,Final Acres,Is Valid,Fire Out Date Time,Modified On Date Time,Incident Type Kind,IRWIN ID,Global ID,Days Since Modified On Date,Days Since Fire Discovery Date,x,y
159,TSK Comp 12  RX,RX,2024-ALALF-240106,260,,,,2/22/2024 3:27:24 PM,260,Macon,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 3:09:46 PM,FI,351731f0-dccc-4c8e-bbd8-72169e64f101,c4a222eb-97de-473a-b75d-94bbd67eb3f7,8,9,-85.604167,32.4800000000001
160,Duck City Road,WF,2024-TXMCR-000105,305,,100,2/24/2024 6:17:28 PM,2/23/2024 4:14:00 PM,305,Jefferson,US-TX,Undetermined,,SACC,1,Type 5 IC,Type 5 Incident,,,,,,,Tall Grass (2.5 feet),,,,1,,2/24/2024 6:17:28 PM,FI,2b3315e6-9f00-4211-8777-b0e203051022,b50d086a-40c7-4c33-b114-aeefdf962b53,7,8,-94.1519444,29.7472222000001
161,ANF Norwood North RX,RX,2024-TXTXF-000093,1530,,,,2/20/2024 2:08:36 PM,1530,San Augustine,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 4:54:08 PM,FI,178fae28-4ab0-46b3-8eff-d81959e5746d,370adcf7-c83b-4bb8-9d19-0d5abb414e9b,8,11,-94.186944,31.4445000000001
162,ANF Indian Creek Comp 28/29 RX,RX,2024-TXTXF-000103,1396,,,,2/23/2024 3:09:00 PM,,San Augustine,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 11:23:50 PM,FI,45d96289-31bd-42b1-b9e0-f7666d6317ea,930ebe47-9708-46a6-945a-37cf6eeb8bfd,8,8,-94.275139,31.259889
163,LBJ Unit 74/31 East RX,RX,2024-TXTXF-000072,979,,,,2/7/2024 9:06:40 PM,,Wise,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 4:56:28 PM,FI,f7dc9593-8f53-4f58-b186-bdfc2d0311db,b5e5da7d-2484-4c77-b9f7-afef71398086,8,24,-97.57525,33.3905
164,SNF Curry Creek RX,RX,2024-TXTXF-000088,3165,,,,2/18/2024 1:33:00 PM,,Sabine,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 5:06:13 PM,FI,b2663da4-3102-4df3-be1e-ecbf930c9aff,a0d3c2be-8684-4269-b51d-042214af361d,6,14,-93.936133,31.2242170000001
165,ANF Guidrey RX,RX,2024-TXTXF-000083,2752,,,,2/15/2024 1:54:44 PM,2752,Angelina,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 4:57:47 PM,FI,227e4e46-9e47-42d6-8df6-3ae3c6684bd6,1661a626-e369-4438-8c7d-0a622b879dc7,8,16,-94.291972,31.1293890000001
166,SHNF Comp 1 / 2 / 3 RX,RX,2024-TXTXF-000080,2308,,,,2/14/2024 1:44:00 PM,2308,Montgomery,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 4:58:26 PM,FI,808525e4-d7d6-4c79-bd5a-7d7a9f59ae12,14f9970d-a6b4-44d8-af8f-b33a7af6bd67,8,17,-95.7807,30.5839
167,ANF Clear Creek RX,RX,2024-TXTXF-000081,1346,,,,2/14/2024 2:18:00 PM,,Angelina,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:49:34 PM,FI,373cdf82-3c26-4aa3-ac5a-885f9fe2e8a9,d0326b69-dd8a-44ff-8623-c504e06e6140,6,17,-94.2374169999999,31.0787780000001
168,SHNF Comp 4 RX,RX,2024-TXTXF-000059,542,,,,2/1/2024 3:38:02 PM,542,Montgomery,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:00:05 PM,FI,e5308d96-7dd3-4d31-ab6e-9e8870360b53,d7a0de0f-e3db-44dd-a67a-7b6b950448df,8,30,-95.758583,30.5684830000001
169,SNF Goober Hill North Bk B RX,RX,2024-TXTXF-000069,1250,,,,2/7/2024 2:23:00 PM,,Shelby,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:02:02 PM,FI,cbe5082c-e1eb-40c8-b69b-c9d989c75761,be4387a4-3e25-48e3-85fa-b8cada7eada7,8,24,-93.8918,31.681833
170,SHNF Comp 51 RX,RX,2024-TXTXF-000066,783,,,,2/7/2024 1:23:36 PM,783,Walker,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:02:36 PM,FI,0d51d734-f0d3-4237-b1ba-d42b60d8fcf9,cb30454a-dbb0-4ef8-87d0-fc299a5b757d,8,25,-95.552383,30.528133
171,SHNF Comp 30 Handburn RX,RX,2024-TXTXF-000087,170,,,,2/18/2024 1:17:15 PM,170,Montgomery,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:04:24 PM,FI,d0492538-b0b8-4d0a-ab2b-61fe1602ecef,8a0d1231-dd65-4cde-b42b-6966cc3ebfe5,8,14,-95.68105,30.5273330000001
172,SHNF Comp. 87S RX,RX,2024-TXTXF-000092,472,,,,2/20/2024 2:00:00 PM,472,San Jacinto,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:07:00 PM,FI,ff1bd18f-b18f-4d10-9a14-f12a51d64b01,12f8d656-f6b2-4ce6-a15a-4a422636c020,8,11,-95.2376,30.6121000000001
173,SNF Goober Hill S BlkB/C RX,RX,2024-TXTXF-000068,1365,,,,2/7/2024 2:18:00 PM,,Shelby,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:07:18 PM,FI,a3ab7ba2-fb96-4485-b8aa-b05f0139d977,5ff6e359-3d39-4c67-84ff-945472926423,8,24,-93.878833,31.6618
174,SNF Goober Hill S BlkA RX,RX,2024-TXTXF-000057,1238,,,,2/1/2024 2:03:49 PM,,Shelby,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:09:14 PM,FI,9510cfcb-93f0-45b4-806c-4ef3849b6e35,146df402-11ef-4462-8dec-6f5684f8c2c6,8,30,-93.902867,31.660583
175,DCNF Comp 2 RX,RX,2024-TXTXF-000058,712,,,,2/1/2024 3:28:00 PM,712,Houston,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:11:54 PM,FI,81daf6ee-2601-4923-8ec8-979005b6dade,677d6840-150a-4b0c-b52c-c7ce30dbc6b8,8,30,-95.3084499999999,31.4884670000001
176,DCNF Comp 1 RX,RX,2024-TXTXF-000060,400,,,,2/2/2024 2:53:11 PM,400,Houston,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:12:54 PM,FI,7a77ebe9-ca81-4e83-846e-0e14b4f6cc87,46377d32-0468-4a1e-84f0-fd73315ddf0b,8,29,-95.330117,31.486617
177,DCNF Comp. 1/3 RX,RX,2024-TXTXF-000070,1980,,,,2/7/2024 4:30:00 PM,1980,Houston,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:13:45 PM,FI,5651a5a9-7ffd-4cc4-9d2d-2f6162d16f96,d7d5ff0f-37a2-41db-91aa-d3087a667874,8,24,-95.3084499999999,31.4884670000001
178,DCNF Compt 22 RX,RX,2024-TXTXF-000082,817,,,,2/14/2024 2:38:00 PM,817,Houston,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:15:11 PM,FI,b8f2da17-587d-41f8-a5c5-b82d3aba50e6,cf496218-6e27-4100-9810-8440ecee3d00,8,17,-95.1321169999999,31.482333
179,DCNF Comp 59 RX,RX,2024-TXTXF-000084,582,,,,2/15/2024 3:24:50 PM,582,Houston,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:16:19 PM,FI,ab1c84db-7884-4445-b661-edf715e51823,17e0be40-cec3-4621-8f56-b6120d83c74e,8,16,-95.052533,31.3937
180,DCNF Comp 20 RX,RX,2024-TXTXF-000091,826,,,,2/19/2024 2:09:04 PM,826,Houston,US-TX,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 5:20:27 PM,FI,126d5760-1cca-4b4c-9e43-c673200ecab6,af43bbca-3b80-4d3c-9cb9-66495552bf88,8,12,-95.15755,31.5620500000001
181,Pistol Howell Rd,WF,2024-MSMSS-011981,119,,100,2/23/2024 5:45:57 PM,2/22/2024 7:00:00 PM,,George,US-MS,Human,,SACC,8,Type 5 IC,Type 5 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/23/2024 5:45:57 PM,FI,9686f08d-ccee-4af7-a641-b0f99056f131,06f92ba7-9892-46d7-a4e6-46a2a237bd24,8,9,-88.6088889,30.8516667000001
182,Bienville Cpt 59 Sub 1 RX,RX,2024-MSMNF-000125,45,,,,2/23/2024 6:19:54 PM,,Scott,US-MS,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 12:42:34 AM,FI,06de3eaf-dcdc-4274-bc64-7531c4dc16cb,4995f2e7-878f-4aed-8752-3e99b0cac01a,7,8,-89.4698,32.3403000000001
183,RX OKTSR-FY24-HFR-RX-MURRAY 23,RX,2024-OKTSR-000398,333,,,,2/23/2024 7:18:24 PM,,Johnston,US-OK,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:45:32 AM,FI,21fb6989-2b67-4925-98e7-1718dd2728a6,e68642dd-cffb-4323-8aa4-d98f44ddfe40,7,8,-96.622222,34.1980560000001
184,RX WINN C-10,RX,2024-LAKIF-000055,1334,,,,2/23/2024 1:45:20 PM,0.1,Winn,US-LA,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 7:54:23 PM,FI,be94461e-bc8d-4b9a-81f0-444f6ef9b847,ae10425e-6222-41dd-8df7-4d07c164fb8b,8,8,-92.881111,32.1119440000001
185,OAK COMP 13 RX,RX,2024-ALALF-240108,1872,,,,2/23/2024 1:39:29 PM,,Bibb,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 12:22:35 AM,FI,a1406b30-0711-4f59-87af-5a57814e2803,2ab2bd7f-5bce-474d-b3a9-312107a5327c,8,9,-87.36436,32.9839220000001
186,OAK COMP 29 RX,RX,2024-ALALF-240109,713,,,,2/23/2024 1:50:23 PM,,Bibb,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 12:23:08 AM,FI,cd9274ed-7b24-40d6-9515-201301fe73b7,483f97ee-f970-4a72-b253-a63535e746ba,8,8,-87.345272,32.9473100000001
187,Rx Cherokee 0156,RX,2024-TXTXS-240156,164,,0,,2/20/2024 3:27:00 PM,164,Cherokee,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/23/2024 8:59:27 PM,FI,6aeb23e2-20a0-4d6e-a3a4-72aa3194a127,e210bb76-c99c-479e-84a8-fa39cb0968d6,8,11,-95.3534166699999,31.79346667
188,Rx Cass 0170,RX,2024-TXTXS-240170,500,,0,,2/21/2024 1:00:00 PM,500,Cass,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/23/2024 9:00:03 PM,FI,edfbd17b-1afa-46ca-8890-ad605f013ef9,d7fa53ca-16c6-4387-9271-36220f741d38,8,11,-94.3248,33.2307000000001
189,Rx Anderson 0174,RX,2024-TXTXS-240174,300,,0,,2/21/2024 4:05:00 PM,300,Anderson,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/23/2024 9:02:16 PM,FI,9d794063-6f4b-405a-bda4-36136a10f3d1,9c79e6d1-2b97-4c63-92d9-487e9bc17f69,8,10,-95.42515,31.70986
190,Rx Cass 0175,RX,2024-TXTXS-240175,150,,0,,2/21/2024 4:07:00 PM,150,Cass,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/23/2024 9:02:51 PM,FI,684efc68-b51b-46cd-8946-3d9377024b02,f2dbba5c-bac9-46b5-8354-9180d6199999,8,10,-94.249945,33.2358970000001
191,Rx Tyler 0161,RX,2024-TXTXS-240161,200,,0,,2/20/2024 6:50:00 PM,200,Tyler,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/23/2024 9:03:26 PM,FI,d703da8e-f246-4497-aa47-2385c5ab92b5,a64888ec-bf56-48df-b1eb-81009d4c915b,8,11,-94.28181,31.0001300000001
192,Rx Montgomery 0171,RX,2024-TXTXS-240172,180,,0,,2/21/2024 2:16:00 PM,180,Montgomery,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/23/2024 9:05:39 PM,FI,74a25bc7-ea2a-45de-8031-1fb3ac8ce0ba,82b37541-814c-47a5-912c-898de2c6e4f0,8,10,-95.6602777799999,30.27611111
193,Wiens Ranch,WF,2024-CODGX-000133,153,,,,2/23/2024 8:54:49 PM,20,Douglas,US-CO,Human,,RMCC,,,,,,,,,,,,,,1,,2/25/2024 5:44:43 PM,FI,8f2f3d1f-2033-4de1-9222-67ae3322f614,24035217-46be-4899-8755-4ffe379c4e92,6,8,-104.97693,39.2805500000001
194,SEA Cow Pen-Pasture 7 Rx 0223,RX,2024-FLSEA-000651,340,,,,2/23/2024 12:34:27 PM,,Broward,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/23/2024 9:53:30 PM,FI,710d34c9-e81a-4c1b-97ba-490dcb3ce73c,a62026bd-1a5e-42d5-bef3-73e90bf319aa,8,9,-80.830881,26.21772
195,RX Deadhorse Piles,RX,2024-AZA5S-240111,,,,,2/20/2024 3:10:00 PM,,Yavapai,US-AZ,,,SWCC,,,,,,,,,,,,,,1,,3/2/2024 4:58:40 PM,FI,d571f13b-5a3f-4cf8-a77d-00395dcf428d,a4de5ab1-80d1-41da-83e7-bdb59f8e00ca,0,11,-112.011,34.75354
196,Washington,WF,2024-ALALS-20240222-3,130,,100,3/2/2024 12:34:33 AM,2/24/2024 12:23:00 AM,,Washington,US-AL,Undetermined,,SACC,,Type 3 Team,Type 3 Incident,,,,,,,Brush (2 feet),,,,1,,3/2/2024 12:34:33 AM,FI,8577772d-b33d-4d87-a0ed-9c278761fe8a,c730426a-df4c-4879-9704-d3f6b036bf05,1,8,-88.145,31.3138889000001
197,Round Prairie Fire,WF,2024-OKOKS-240146,715,,100,2/26/2024 11:52:19 PM,2/23/2024 11:00:00 PM,,Latimer,US-OK,Human,,SACC,7,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/26/2024 11:52:20 PM,FI,54237629-fba7-4e86-9e08-ac69eb439990,a2c44af5-1f0e-4053-bd7c-0ba651aea362,5,8,-95.1841667,34.6919444000001
198,Lee Fire,WF,2024-ALALS-20240222-2,102,,100,2/24/2024 1:56:33 AM,2/22/2024 7:13:00 PM,,Lee,US-AL,Undetermined,,SACC,,Type 3 Team,Type 3 Incident,,,,,,,Brush (2 feet),,,,1,,2/24/2024 1:56:33 AM,FI,745cbc5f-b2e8-4c81-ba62-fcb0fc6f13f3,47313ffa-48df-4500-a48b-4e8ef3a23c54,8,9,-85.385,32.7188889
199,Mountain Fork Fire,WF,2024-OKOKS-240135,400,,70,2/27/2024 7:36:45 PM,2/23/2024 6:00:00 PM,,McCurtain,US-OK,Human,,SACC,5,Type 5 IC,Type 5 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/27/2024 7:36:46 PM,FI,a2fef32b-1a05-4699-81c6-5816749a1480,7daedb0e-dee1-4b2a-bed5-f01113a474b5,4,8,-94.5236111,34.0050000000001
200,Powerline,WF,2024-ALALS-0224022234,112,,100,3/1/2024 7:13:22 PM,2/22/2024 8:47:00 PM,,Butler,US-AL,Undetermined,,SACC,,Type 3 Team,Type 3 Incident,,,,,,,Brush (2 feet),,,,1,,3/1/2024 7:13:22 PM,FI,4c9d1bef-d5ab-40de-8036-420060a5903e,7cb5f903-3ecc-4c83-b004-556193a2320f,1,9,-86.7038889,31.9527778
201,Fall Branch Fire,WF,2024-OKOKS-240149,200,,100,2/26/2024 1:39:13 PM,2/23/2024 8:45:00 PM,,Adair,US-OK,Human,,SACC,2,Type 4 IC,Type 4 Incident,,,,,,,Hardwood Litter,,,,1,,2/26/2024 1:39:13 PM,FI,180e3284-e01a-4c27-9bf9-2ad8b93dcce1,ce8cfe30-bdc0-4c7b-9e44-b79c723a82c4,6,8,-94.7833333,36.0686111000001
202,Chambers Fire,WF,2024-ALALS-002024,200,,100,2/28/2024 2:30:53 AM,2/22/2024 7:16:00 PM,,Lee,US-AL,Undetermined,,SACC,,Type 3 Team,Type 3 Incident,,,,,,,Brush (2 feet),,,,1,,2/28/2024 2:30:53 AM,FI,735a6922-e928-4242-a106-6860943b8b91,00fd7f2c-129c-4707-804f-09249b23508e,4,9,-85.4169444,32.7377778000001
203,Randolph Fire,WF,2024-ALALS-2024022242,165,,100,2/29/2024 9:50:12 PM,2/22/2024 10:07:00 PM,,Randolph,US-AL,Human,,SACC,,Type 3 Team,Type 3 Incident,,,,,,,Brush (2 feet),,,,1,,2/29/2024 9:50:12 PM,FI,c35998fc-da04-4720-9e1c-cfded1fa8d84,b7122852-c794-42b4-bce7-213a234780ce,2,9,-85.4219444,33.1100000000001
204,RX Soda Hollow,RX,2024-AROZF-000407,2191,,,,2/24/2024 12:59:56 PM,2191,Franklin,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 11:30:16 PM,FI,274edbd7-37fc-4079-94dd-28f8da1cfa56,1c0c51fa-35f8-4516-848c-89076a7928dc,7,8,-93.879,35.698
205,RX Roundtop Cox,RX,2024-ARPEP-000409,330,,,,2/24/2024 1:07:53 PM,,Benton,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 12:15:31 AM,FI,528c0d2c-bfda-4b74-9c0a-851aacf9ac6b,b2828a43-d85b-4f57-8bcc-7a99f77cc775,7,8,-94.0444439999999,36.450278
206,HUNGRY HORSE,WF,2024-OKOSA-000411,36.8,,,,2/23/2024 6:55:00 PM,36.8,Osage,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/24/2024 2:03:45 PM,FI,7e6502a0-aa89-49e7-adb4-688ff724e243,97209da1-8742-4552-8db5-133267029f34,7,8,-96.088339,36.2528820000001
207,RX Bearpen East,RX,2024-AROZF-000412,795,,,,2/24/2024 2:06:35 PM,795,Stone,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 8:42:48 PM,FI,24186051-013b-48fd-bdd7-599a3ee2e8e6,10ebabf5-3aef-4acb-934e-8d165168bd4f,7,7,-92.2973,35.98245
208,RX Peter's Branch,RX,2024-AROZF-000414,1195,,,,2/24/2024 2:31:51 PM,1195,Johnson,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 9:54:31 PM,FI,486c937a-0b20-4352-9960-2cc6b3416711,4938a086-875b-4b22-8118-c216c5825e26,7,7,-93.282661,35.637619
209,RX Carr Road,RX,2024-AROZF-000415,419,,,,2/24/2024 2:37:13 PM,,Johnson,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 9:15:11 PM,FI,9c31530c-12e0-43da-9310-df539f7ef915,d79cde14-b8a3-4446-a197-19a7f1b9ef5c,7,7,-93.683981,35.692457
210,Holly Springs IU 97-1 RX,RX,2024-MSMNF-000130,820,,,,2/24/2024 2:49:34 PM,,Lafayette,US-MS,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 5:04:25 PM,FI,fbdd73fb-ba3f-4376-9d7a-1ba036cf72e4,f6ac369a-09ba-4a44-bc09-6d6f78be5867,6,7,-89.3324,34.4112000000001
211,White Cloud RX,RX,2024-MOMTF-000091,216,,,,2/24/2024 1:33:44 PM,216,Callaway,US-MO,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/24/2024 3:30:42 PM,FI,6a8c9e4f-37a6-4df8-b4a0-dcffeae1d206,59e89481-ceb1-4590-9812-e4ce465578ea,7,8,-92.066111,38.8863890000001
212,Thompson Hollow RX,RX,2024-MOMTF-000092,1854,,,,2/24/2024 1:37:19 PM,1854,Shannon,US-MO,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/24/2024 3:30:51 PM,FI,7424a9f2-76f0-472d-9c79-3b9a2da742e0,2e9a50ef-fd1d-4852-863a-5866f62293ce,7,8,-91.273633,37.395583
213,Rx Montgomery 0187,RX,2024-TXTXS-240187,117,,0,,2/22/2024 2:25:00 PM,117,Montgomery,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/24/2024 3:57:29 PM,FI,893b5296-7950-45fd-a5dc-bba711ece7e3,5ee653ae-cbc6-408e-890c-956f7f2f71a7,7,9,-95.6536825699999,30.2895373600001
214,RX Little Bear 1,RX,2024-AROUF-000406,1770,,,,2/24/2024 12:57:29 PM,,Perry,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 11:39:15 PM,FI,a986a7ac-fdf9-457d-ac27-95896724eee8,47e6cc06-5825-4ed0-be93-840e76a94f87,7,8,-93.083472,34.850242
215,RX Fox Hunter South,RX,2024-AROUF-000405,3558,,,,2/24/2024 12:53:10 PM,,Scott,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 12:17:53 AM,FI,2f6e77f6-c272-4607-8c1c-902b27945c69,381fe893-c9f1-4c10-a2cb-83f13b53d552,7,8,-93.9619,34.8503000000001
216,RX Herron Ridge,RX,2024-AROUF-000408,1635,,,,2/24/2024 1:05:22 PM,,Scott,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 11:41:49 PM,FI,489bc67a-3788-4061-8666-d095d97d7073,9b11765c-0ed2-4cbd-85e6-603d3e259c99,7,8,-93.717778,34.775
217,RX - Brotherton East,RX,2024-GACHP-000080,130,,,,2/24/2024 4:44:25 PM,,Catoosa,US-GA,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 9:41:15 PM,FI,7c209194-6959-402a-aacc-d580d2139386,a68c12da-dc02-4c66-bbd2-d646414d7066,6,7,-85.2424999999999,34.9192830000001
218,RX - East Viniard-Alexander,RX,2024-GACHP-000081,217,,,,2/24/2024 5:04:57 PM,,Catoosa,US-GA,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 9:41:32 PM,FI,0a5f92b7-9b45-403f-9332-7f7d0f9788bd,92e2c5a2-8678-424a-a276-b678861a6795,6,7,-85.2397,34.9131330000001
219,RX - Central Viniard-Alexander,RX,2024-GACHP-000082,153,,,,2/24/2024 5:17:16 PM,,Catoosa,US-GA,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 9:41:57 PM,FI,87ae66f2-8f11-4943-bc5e-59f47b15bbad,ac4fc8f6-85bc-4538-9090-e3b48241376f,6,7,-85.247717,34.9075500000001
220,Rx Trinity 0188,RX,2024-TXTXS-240188,200,,0,,2/22/2024 2:57:00 PM,200,Trinity,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/24/2024 6:20:03 PM,FI,19d9a402-5a46-4bab-a9fa-0b5f075a471f,7ebd568f-4b32-45da-9e89-3638d3e1c7dd,7,9,-94.9428,31.3104000000001
221,Rx Shelby 0186,RX,2024-TXTXS-240186,145.6,,0,,2/22/2024 12:40:00 PM,145.6,Shelby,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/24/2024 6:20:38 PM,FI,25a93e6e-a60b-4b78-85bb-71638bc76198,082bd0cd-9f81-4989-af3f-30cb02defadf,7,10,-94.020889,31.7112250000001
222,Rueter,WF,2024-MOMTF-000094,188.5,,100,2/29/2024 3:48:18 AM,2/24/2024 5:00:00 PM,0.01,Taney,US-MO,Undetermined,,EACC,3,Type 4 IC,Type 4 Incident,,,,,,,Tall Grass (2.5 feet),,,,1,,2/29/2024 3:48:18 AM,FI,9dce92c6-6536-4c8a-adba-117cbe5cd9a6,6f4013a3-9843-4767-8321-4b365ff1b2cb,3,7,-92.8752777999999,36.6413889
223,Green,WF,2024-MOMTF-000096,327,,100,2/29/2024 3:52:53 AM,2/24/2024 7:24:19 PM,10,Texas,US-MO,Undetermined,,EACC,3,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/29/2024 3:52:53 AM,FI,9b239d29-706d-4fb3-bc67-6a03aedfbcbc,3d1b72a5-5d2b-41c8-8b47-9c1f5d720d40,3,7,-92.0416667,37.5419444
224,RX Hess Knob,RX,2024-AROZF-000413,1132,,,,2/24/2024 2:26:37 PM,,Johnson,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 9:53:16 PM,FI,bf3da95e-ced0-429f-9591-5b8231dfbd9b,aa22c311-943d-43c0-b59d-68aa019ed1de,7,7,-93.282661,35.637619
225,WF5 MINE VIEW ROAD,WF,2024-FLFLS-1500058,514,,100,2/26/2024 12:03:10 AM,2/23/2024 6:15:00 PM,,Hardee,US-FL,Human,,SACC,8,Type 5 IC,Type 5 Incident,,,,,,,Tall Grass (2.5 feet),,,,1,,2/26/2024 12:03:10 AM,FI,06db9346-7c0b-4eae-9a1f-b561445903d4,c8a02aae-35a0-41f4-b5b6-966a4c905814,6,8,-81.9072222,27.5616667
226,EVER EE7 Rx,RX,2024-FLEVP-000629,500,,,,2/22/2024 1:36:14 PM,,Miami-Dade,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/24/2024 10:45:56 PM,FI,713d4d2b-8bcc-4505-a505-5a70b697e265,6436819e-21e1-459c-b998-7f21ef139176,7,10,-80.58025,25.5848330000001
227,Major,WF,2024-FLFNF-000664,2.6,,,,2/24/2024 9:06:49 PM,1,Marion,US-FL,Human,,SACC,,,,,,,,,,,,,,1,,3/2/2024 5:32:19 PM,FI,9e772037-0d53-470e-bb9b-2478bc74b599,efa5308b-589c-4e17-a9f1-d005dd00e2ff,0,7,-81.691584,29.2024940000001
228,Soap Mountain Fire,WF,2024-OKOKS-240156,227,,100,2/28/2024 12:59:16 PM,2/24/2024 3:00:00 PM,,Adair,US-OK,Human,,SACC,9,Type 4 IC,Type 4 Incident,,,,,,,Hardwood Litter,,,,1,,2/28/2024 12:59:16 PM,FI,8fbb1c4b-04cd-4168-ad0c-2d9a800c1560,3add87e1-9464-40bf-bc65-6df2eb7fab6b,4,7,-94.6061111,35.7444444000001
229,Clearfork Fire,WF,2024-OKOKS-240161,210,,100,2/28/2024 1:03:51 PM,2/24/2024 8:45:00 PM,,Adair,US-OK,Human,,SACC,2,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,2/28/2024 1:03:51 PM,FI,92c928fb-0900-455a-9d48-46ff37b59a6d,3dd357a1-4d9b-4c0f-b6a2-b5c9be2ddbc4,4,7,-94.7311111,36.0352778000001
230,Old Goat,WF,2024-SDPRA-000004,75,,,,2/25/2024 1:49:00 AM,,Bennett,US-SD,Undetermined,Undetermined (remarks required),RMCC,,,,,,,,,,,,,,1,,2/25/2024 1:55:52 AM,FI,3113a33a-531c-47c4-97f3-819e705b211d,2984540f-f3be-408d-b912-957b00ce6f94,7,7,-102.03810015,43.1769729000001
